x,y,angle
34.0,14.0,0.0
35.0,14.0,0.0
36.0,15.0,45.0
37.0,15.0,0.0
38.0,16.0,45.0
39.0,16.0,0.0
40.0,16.0,0.0
41.0,16.0,0.0
41.0,15.0,-90.0
41.0,14.0,-90.0
41.0,13.0,-90.0
