x,y,angle
39.0,16.0,0.0
40.0,16.0,0.0
41.0,16.0,0.0
41.0,15.0,-90.0
42.0,14.0,-45.0
43.0,13.0,-45.0
44.0,12.0,-45.0
44.0,11.0,-90.0
44.0,10.0,-90.0
44.0,9.0,-90.0
44.0,8.0,-90.0
