x,y,angle
5.0,18.0,0.0
6.0,17.0,-45.0
6.0,16.0,-90.0
6.0,15.0,-90.0
7.0,14.0,-45.0
8.0,13.0,-45.0
8.0,12.0,-90.0
8.0,11.0,-90.0
8.0,10.0,-90.0
9.0,9.0,-45.0
10.0,9.0,0.0
